CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
14.217.108/0001-45;2022-04-01;1;2022-05-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2022-05-01;1;2022-06-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2022-06-01;1;2022-07-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2022-07-01;1;2022-08-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2022-08-01;1;2022-09-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.365.190/0001-55;2022-01-01;1;2022-02-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53594.5379183;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-02-01;1;2022-03-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-03-01;1;2022-04-18;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-04-01;1;2022-05-13;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-05-01;1;2022-06-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-06-01;1;2022-07-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-07-01;1;2022-08-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2022-08-01;1;2022-09-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53912.41138439;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.376.247/0001-11;2022-01-01;1;2022-02-15;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-02-01;1;2022-03-15;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-03-01;1;2022-04-14;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-04-01;1;2022-05-16;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-05-01;1;2022-06-15;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-06-01;1;2022-07-15;FII BM BRASCAN LAJES CORPORATIVAS - FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-07-01;1;2022-08-15;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.376.247/0001-11;2022-08-01;1;2022-09-15;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
14.410.722/0001-29;2022-01-01;1;2022-02-15;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-02-01;1;2022-03-15;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-03-01;1;2022-04-18;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-04-01;1;2022-05-13;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-05-01;1;2022-06-15;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-06-01;1;2022-07-14;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-07-01;1;2022-08-08;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.410.722/0001-29;2022-08-01;1;2022-09-15;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
14.413.342/0001-48;2022-01-01;1;2022-02-17;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25994;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.413.342/0001-48;2022-02-01;1;2022-03-15;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25994;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.413.342/0001-48;2022-03-01;1;2022-04-18;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25994;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.413.342/0001-48;2022-04-01;1;2022-05-15;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25994;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.413.342/0001-48;2022-05-01;1;2022-06-15;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25994;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.413.342/0001-48;2022-06-01;1;2022-07-15;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25944;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.413.342/0001-48;2022-07-01;1;2022-08-12;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25944;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.413.342/0001-48;2022-08-01;1;2022-09-14;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;25944;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
14.423.780/0001-97;2022-01-01;2;2022-03-22;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-02-01;2;2022-03-22;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-03-01;1;2022-04-14;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-04-01;1;2022-05-09;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-05-01;1;2022-06-13;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-06-01;2;2022-08-02;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-07-01;1;2022-08-12;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.423.780/0001-97;2022-08-01;1;2022-09-14;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;S;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2019-08-14;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
14.609.653/0001-87;2022-01-01;1;2022-02-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE;2012-11-16;INVESTIDOR QUALIFICADO;BRJCATCTF005;81900;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br
14.609.653/0001-87;2022-02-01;1;2022-03-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE;2012-11-16;INVESTIDOR QUALIFICADO;BRJCATCTF005;81900;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br
14.609.653/0001-87;2022-03-01;1;2022-04-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE;2012-11-16;INVESTIDOR QUALIFICADO;BRJCATCTF005;81900;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br
14.609.653/0001-87;2022-04-01;1;2022-05-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE;2012-11-16;INVESTIDOR QUALIFICADO;BRJCATCTF005;81900;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br
